"","NLM Catalog #","Input file number","Language(s) of the main text","Language(s) of the main text_1","Full Title (native language)","Author's name (transliterated)","Dates of the author","Translator","Dates of the translator","Editor","Dates of the editor","Year of this edition-heze barlasan tuhai","Format of the book","Cover type","Condition of book","Readability of book","Volume","Page numbers","Size of printed area","Size of pages","Location of this copy","Publisher","Copyright owner","Location of printing-","Drawings or illustrations","Colophon-tugsguliin ug","Neree bich"
"780","M0058015-054","W1NLM102-I1NLM102","Tibetan","N","*, ,THAMS CAD MKHYEN PA BLO BZANG RGYA MTSO'I DPAL GYI ZHAL SNGA NAS LA SKYES RABS KYI SGO NAS GSOL 'DEBS BZHUGS SO, ,","BLO BZANG CHOS KYI RGYAL MTSAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3B","29x6","35x9","XYL",NA,NA,NA,NA,"@003A *, ,(CES THAMS CAD MKHYEN PA BLO BZANG RGYA MTSO'I DPAL GYI ZHAL SNGA NAS LA SKYES PA'I RABS KYI SGO NAS GSOL BA 'DEBS PA'I RIM PA 'DI YANG, BSTAN PA'I RTZA LAG DAM PA GLING SMAD CHOS KYI RJE DKON MCHOG CHOS 'PHEL GYIS BSKUL BA LA BRTEN NAS, BTZUN @003B PA BLO BZANG CHOS KYI RGYAL MTSAN GYIS DGA' LDAN PHO BRANG DU SBYAR BA'O, ,)",NA
"781","M0058015-055","W1NLM102-I1NLM102","Tibetan","N","NO TITLE [@001A *, ,DGE LEGS YON TAN MA LUS 'BYUNG BA'I GNAS, ,DRI MED BLO BZANG BSTAN PA'I KHANG BZANG RTZER, ,CHOS KYI RGYAL MTSAN 'DZIN PA'I DPAL YON CAN, ,DPAL LDAN BLA MA'I ZHABS LA GSOL BA 'DEBS, ,]","RGYAL DBANG BCU GSUM PA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2A","29x6","35.5x9","XYL",NA,NA,NA,NA,"@002A *, ,(ZHES RGYAL DBANG BCU GSUM PA'I MDZAD PA SHLOOKA DE, PAn CHEN THAMS CAD MKHYEN PA SKU PHRENG DRUG PA'I SKYES RABS DANG MTHUN PAR 'THUNG DE 'JUG RGYU YIN,)",NA
"782","M0058015-056","W1NLM102-I1NLM102","Tibetan","N","*, ,BLA MA'I RNAL 'BYOR GYI GSOL 'DEBS, LAM RIM NYAMS MGUR, DUS BSTUN GYI GSOL 'DEBS RNAMS BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4B","29x6","35.5x9","XYL",NA,NA,NA,NA,NA,NA
"783","M0058015-057","W1NLM102-I1NLM102","Tibetan","N","*, ,BYANG CHUB LAM GYI RIM PA'I BLO BZANG GRAGS PAS NYAMS LEN GYI RNAM GZHAG MDOR BSDUS TE BRJED BYANG DU BYAS PA BZHUGS SO, ,","BLO BZANG GRAGS PA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","4B-10A","29x6","35.5x9","XYL",NA,NA,NA,NA,NA,NA
"784","M0058015-058","W1NLM102-I1NLM102","Tibetan","N","*, ,DUS BSTUN GYI GSOL 'DEBS BZHUGS SO, ,","DAM PA'I MING CAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","10A-12A","29x6","35.5x9","XYL",NA,NA,NA,NA,"@012A *, ,(CES PA 'DI DUS BSTUN GYI GSOL 'DEBS 'DI LTA BU ZHIG BGYIS ZHES SLOB BU RNAM RGYAL DGE SLONG GIS BSKUL BA'I BYED PAS, DAM PA'I MING CAN GYI GYI NA BAS BGYIS PA'I YI GE'I 'DU BYED RAB 'BYAMS BLO GROS KYIS SO, ,)",NA
"785","M0058015-059","W1NLM102-I1NLM102","Tibetan","N","*, ,DPAL DUR KHROD KYI BDAG PO'I BSKANG GSO DNGOS GRUB 'BAR BA'I 'OD CES BYA BA BZHUGS SO, ,","BLO BZANG DPAL LDAN YE SHES,",NA,NA,NA,NA,NA,NA,NA,"N/A","MEDIUM","MEDIUM","V:N","1A-6A","32x6","35.5x9","XYL",NA,NA,NA,NA,"@006A *, ,(ZHES DPAL DUR KHROD KYI BDAG PO'I BSKANG GSO DNGOS GRUB 'BAR BA'I 'OD CES BYA BA 'DI NI SNGON DU GLANG PA GSAR GLING GI BLA MA BKA' BCU BLO ZANG BSTAN 'DZIN GYIS BSKUL THAR MA ZAD, RJES SU YANG THAG KHUGS GNYER BLO BZANG RDO RJES 'DI LTA BU ZHIG DGOS ZHES BSKUL BA LTAR, ^SH'AKYA'I DGE SLONG BLO BZANG DPAL LDAN YE SHES KYIS SBYAR BA'O,, ,,DGE LEGS 'PHEL 'BAR GYUR CIG, ,,)",NA
"786","M0058015-060","W1NLM102-I1NLM102","Tibetan","N","*, ,DGA' LDAN LEGS BSHAD GRVA TSANG GI LINGGA BSGRAL CHOG GI 'DON CHA SOGS KYI RIM PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","MEDIUM","V:N","1A-38A","30.5x6.5","33.5x9.5","XYL",NA,NA,NA,NA,NA,NA
"787","M0058016-001","W1NLM103-I1NLM103","Tibetan","N","*, ,'PHAGS MCHOG RIGS GSUM MGON PO DANG 'JAM MGON BLA MA DBYER MED LA DUS NGAN SNYIGS MA'I RGUD PA ZHI PHYIR GSOL BA 'DEBS TSUL BZHUGS SO,, ,,","BLO BZANG RTA DBYANGS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4B","12.5x5.5","20x7","XYL",NA,NA,NA,NA,"@004A *, ,(CES PA 'DI NI 'PHAGS MCHOG RIGS GSUM MGON PO DANG 'JAM MGON BLA MA DBYER MED LA TSUL 'DI LTA BUS GSOL BA BTAB NA 'O SKOL GYI RENG SANG GI @004B GNAS TSUL DANG BSTUN TSABS CHE BAR BSAMS TE, ^SH'AKYA'I BTZUN GZUGS BLO BZANG RTA DBYANGS KYIS, ^GUNG THANG 'JAM PA'I DBYANGS KYI GSUNG LA DGOS KHYAD KYIS CUNG ZAD KHA BSGYUR TE BRIS PA 'DIS KYANG YANGS PA'I RGYAL KHAMS THAMS CAD DU DUS NGAN SNYIGS MA'I RGUD TSOGS MING TZAM YANG MI 'BYUNG ZHING CHOS SRID KYI LEGS TSOGS THAMS CAD DBYAR MTSO LTAR 'PHEL ZHING RGYAS PAR GYUR CIG,, ,,)",NA
"788","M0058016-002","W1NLM103-I1NLM103","Tibetan","N","*, ,SGROL MA'I MAndAL BZHI PA'I SGO NAS DGE MTSAN PHYVA GA-YANG SPEL BA'I CHOG BYA TSUL DUS NGAN 'TSO BA'I LAG CHA ZHES BYA BA BZHUGS SO, ,","RATNA KIRTI,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-19A","16.5x5.5","22x7","XYL",NA,NA,NA,NA,"@018A *, ,(ZHES DGE MTSAN PHYVA GA-YANG SPEL BA'I CHO GA BYA TSUL DUS NGAN 'TSO BA'I LAG CHA ZHES BYA BA 'DI @018B YANG, ^RGYAL KHAMS SMYUL BA'I BRANG CHUNG DGE SBYONG BA RATNA KIRTIS RANG GI KUN RTOG LA SHAR BA LTAR RI MOR SPEL BA'I YI GE PA NI, RNAM DPYOD DANG LDAN PA DGE SLONG BLO BZANG CHOS LDAN GYIS BGYIS PAS DGE MTSAN 'PHEL BAR GYUR CIG,)",NA
"789","M0058016-003","W1NLM103-I1NLM103","Tibetan","N","*, ,DPAL LDAN BLA MA DAM PA LA BSTOD PA'I TSIGS SU BCAD PA TSANGS PA'I DBYANGS ZHES BYA BA BZHUGS SO, ,","DGE LEGS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-9A","15.5x5.5","19x7","XYL",NA,NA,NA,NA,"@008A *, ,(DPAL LDAN MKHAS PA MA LUS PA'I COD PAN 'DZIN PA'I ZHABS KYI PADMOS SA CHEN PO LA DBUG DBYIN PAR MDZAD PA DE NYID KYI YON TAN RAB TU BSNGAGS PA'I TSIGS SU BCAD PA TSANGS @008B DBYANGS ZHES BYA BA 'DI NI, MGON PO DE'I BKA' DRIN GYIS NYE BAR 'TSO BA, SDE SNOD RIN PO CHE'I NOR GYIS BLO GROS KYI BANG MDZOD RAB TU KHENGS 'DZIN PA DU MAS, TSIG GI SBYOR BA'I 'CHING BA DANG MI LDAN PA'I GO BDE BAR BRJOD CIG CES NYE BAR BSKUL NAS GSOL BA 'DEBS PA'I RKYEN GYIS MTSAMS SBYAR BA'I BYED PA LAS, RIG PA'I GNAS KYI 'BYOR BA DAM PA'I DPAL LA 'DOD DGUR SPYOD PA'I SKAL PA MCHOG DANG LDAN PA'I BTZUN PA DGE @009A *, ,LEGS KYIS SPRO BA LHUR LEN MGREN PA CUNG ZAD GZENGS BSTOD DE SMRAS PA'O, ,)",NA
"790","M0058016-004","W1NLM103-I1NLM103","Tibetan","N","*, ,SNYIGS MA'I RGUD PA ZHI PA'I GSOL 'DEBS BZHUGS SO,, ,,","DKON MCHOG BSTAN PA'I SGRON ME,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-4B","18x5","19.5x6.5","XYL",NA,NA,NA,NA,"@004A *, ,(CES PA 'DI NI RAB @004B 'BYAMS PA TSUL KHRIMS RIN CHEN DANG AAR DGE BSAM 'GRUB GNYIS KYIS 'PHAGS MCHOG THUGS RJE CHEN PO LA SNYIGS MA'I RGUD PA ZHI PA'I PHYIR GSOL BA 'DEBS TSUL ZHIG DGOS ZHES BSKUL NGOR, ^BTZUN PA DKON MCHOG BSTAN PA'I SGRON MES BRIS PA'O,, ,,)",NA
"791","M0058016-005","W1NLM103-I1NLM103","Tibetan","N","*, ,RJE BTZUN SGROL MA PHYAG 'TSAL NYI SHU RTZA GCIG MA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","MEDIUM","MEDIUM","V:N","1A-11B","18x5","21x8","XYL",NA,NA,"BKRA SHIS CHOS GLING,",NA,"@011A *, ,(CES PA 'DI NI BKRA SHIS CHOS GLING DU PAR DU BSGRUBS PA'O, ,DGE'O, ,)",NA
"792","M0058016-006","W1NLM103-I1NLM103","Tibetan","N","*, ,SLOB DPON CHEN PO PADMA 'BYUNG GNAS KYIS GSUNGS PA'I GSOL 'DEBS LE'U 'DUS PA BZHUGS SO, ,","SLOB DPON PADMA 'BYUNG GNAS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","POOR","V:N","1A-57A","17x5","22.5x7","XYL",NA,NA,NA,NA,NA,NA
"793","M0058016-007","W1NLM103-I1NLM103","Tibetan","N","*, ,'PHAGS PA TSE DANG YE SHES DPAG TU MED PA ZHES BYA BA THEG PA CHEN PO'I MDO BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","MEDIUM","V:N","1A-21B [*MISSING PAGE FROM 22A*]","15.5x5.5","22x7","XYL",NA,NA,NA,NA,NA,NA
"794","M0058016-008","W1NLM103-I1NLM103","Tibetan","N","*, ,SMON TSIGS YID KYI GDUNG SEL ZHES BYA BA BZHUGS SO, ,","WAGINDRA,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","18.5x7.5","22.5x9","XYL",NA,NA,NA,NA,"@002B (CES PA 'DI NI DAM PA RNAMS @003A *, ,KYI GSUNG DU SMON TSIG 'DI 'DRA MTHA' YAS PA YOD PAS GSAR DU SPEL DGOS MED KYANG, DAD LDAN SLOB BU DGE SLONG KIRTIS LHAG BSAM GYIS BSKUL PAR RTEN 'BREL ZHIG LA BSAM TE, RMONGS PAN WAGINDRAS 'PHRAL DU BRIS PA'O, ,)",NA
"795","M0058016-009","W1NLM103-I1NLM103","Tibetan","N","*, ,MGON PO YID BZHIN NOR BU'I SGRUB THABS BZHUGS SO, ,","BLO BZANG CHOS KYI RGYAL MTSAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-8A","17.5x7","21.5x8.5","XYL",NA,NA,NA,NA,"@008A *, ,(ZHES PA 'DI YANG CHOS SMRA BA'I BTZUN PA BLO BZANG CHOS KYI RGYAL MTSAN GYIS SNYOM GZHIS KAR 'PHRAL DU SBYAR BA'O, ,)",NA
"796","M0058016-010","W1NLM103-I1NLM103","Tibetan","N","*, ,BSTOD PA NI,","BSOD NAMS RGYA MTSO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","8A-10A","17.5x7","21.5x8.5","XYL",NA,NA,NA,NA,"@010A *, ,(CES PA 'DI NI SPRUL SKU BSOD NAMS RGYA MTSOS MDZAD PA'O, ,SARBA MANGGA LAm BKRA SHIS PA DANG DGE BA 'PHEL GYUR CIG, ,,)",NA
"797","M0058016-011","W1NLM103-I1NLM103","Tibetan","N","*, ,PAn CHEN THAMS CAD MKHYEN PA CHEN PO BLO BZANG CHOS KYI RGYAL MTSAN DPAL BZANG PO'I LA GSOL BA 'DEBS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","18.5x6","21x8.5","XYL",NA,NA,NA,NA,NA,NA
"798","M0058016-012","W1NLM103-I1NLM103","Tibetan","N","*, ,SPYI BSHAGS KHA SKONG MA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-5A","17x6.5","22x8.5","XYL",NA,NA,"DEL GER TSOG THU'I CHOS GRA,",NA,"@005A *, ,(PAR 'DI DGE SLONG DPAL LDAN DANG PO YIS, ,DEL GER TSOG THU'I CHOS GRVAR BZHENGS TE PHUL, ,DGE BAS BDAG GZHAN SDIG LTUNG KUN BYANG ZHING, ,TSOGS GNYIS RDZOGS NAS BYANG CHEN MYUR THOB SHOG, , ,MANGGA LAm,)",NA
"799","M0058016-013","W1NLM103-I1NLM103","Tibetan","N","*, ,DHARMA RAKshI TAS AA TI SHA LA GNANG BA'I BLO SBYONG MTSON CHA 'KHOR LO BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-20A","17x6","22x9","XYL",NA,NA,NA,NA,NA,NA
"800","M0058016-014","W1NLM103-I1NLM103","Tibetan","N","*, ,PAn CHEN RIN PO CHE'I MDZAD PA'I SHAMBHA LA'I SMON LAM BZHUGS SO, ,","BLO BZANG DPAL LDAN YE SHES,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-7A","13.5x5","22x9","XYL",NA,NA,NA,NA,"@006B (CES PA 'DI YANG RJE BTZUN BLO BZANG DPAL LDAN YE SHES KYIS MDZAD PA'O, ,)",NA
"801","M0058084-001","W1NLM171-I1NLM171","Tibetan","N","*SLOB DPON PADMA 'BYUNG GNAS KYIS GSUNGS BA'I GSOL 'DEBS LE'U BDUN PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-20A","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,NA,NA
"802","M0058084-002","W1NLM171-I1NLM171","Tibetan","N","*, ,BLA MA YO G'A ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","20A-28A","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,NA,NA
"803","M0058084-003","W1NLM171-I1NLM171","Tibetan","N","*, ,SLOB DPON SANGS RGYAS GNYIS PA'I GSOL 'DEBS BYIN RLABS MYUR 'JUG DANG ZHES BYA BA BZHUGS SO,, ,,","BLO BZANG YE SHES BSTAN PA RAB RGYAS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","28B-29B","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,"@029B (ZHES SLOB DPON SANGS RGYAS GNYIS PAR GSOL BA 'DEBS PA'I TSIGS BCAD 'DI NI RANG LA RTZOM 'DUN BYUNG BA LTAR SH'AKYA'I DGE SLONG BLO BZANG YE SHES BSTAN PA RAB RGYAS KYIS SBYAR BA'O,, ,,)",NA
"804","M0058084-004","W1NLM171-I1NLM171","Tibetan","N","*, ,RJE 'BANGS NYER LNGA'I GSOL 'DEBS BYIN RLABS DBANG GI CHU RGYUN ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","30A-31B","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,NA,NA
"805","M0058084-005","W1NLM171-I1NLM171","Tibetan","N","*, ,RDZOGS CHEN PA CHOS DBYINGS STOBS LDAN RDO RJE MDZAD PA'I DUS DRUG GSOL 'DEBS SOGS LE TSAN BZHI PO ZHES BYA BA BZHUGS SO,, ,,","CHOS DBYINGS STOBS LDAN RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","31B-33B","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,"@033B (CES PA 'DI NI CHOS DBYINGS STOBS LDAN RDO RJE SBYAR BA'O,, ,,)",NA
"806","M0058084-006","W1NLM171-I1NLM171","Tibetan","N","NO TITLE [@033B *, ,AO RGYAN MTHU STOBS CAN LA PHYAG 'TSAL LO, ,NA MO RAB 'BYAMS RGYAL BA SRAS DANG BCAS PA'I MKHYEN BRTZE MTHU STOBS NUS RTZAL GCIG TU DRIL BA'I DUS ZUGS DPAL AO RGYAN GYI SLOB DPON GU RU RDO RJE DRAG PO RTZAL 'KHOR 'DAS YONGS KYI SPYI DPAL CHEN PO, ,]","CHOS DBYINGS STOBS LDAN RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","33B-37A","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,"@037A *, ,(ZHES PA 'DI NI GA-YON ZHI BA'I TSE BRTAN SEMS DKAR RAM DAD PA BRTAN PO'I RDO RJE GOS CHEN DUR SMRIG YUG GCIG GI SKYES DANG BCAS TE BSKUL NGOR, ^RDZOGS CHEN PA CHOS DBYINGS STOBS LDAN RDO RJES MGYOGS PAR BSGRIGS PA'O,, ,,)",NA
"807","M0058084-007","W1NLM171-I1NLM171","Tibetan","N","NO TITLE [@037B *, ,GSOL BA BTAB NA BSLU BA MA MCHIS PA'I, ,AO RGYAN RIN PO CHE LA GSOL BA 'DEBS, ,BDAG NI BLO CHUNG SPYOD RTZING DUG CHE YANG, ,KHYED THUGS BRTZE BAS NAM YANG MI 'DOR BAS, ,]","CHOS DBYINGS STOBS LDAN RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","37B-38A","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,"@038A *, ,(CES PA 'DI NI BSLU MED AO RGYAN SLOB DPON CHEN PO PADMA 'BYUNG GNAS KYI BKA' DRIN SNYING NAS DRAN ZHING BRJOD MED KYI MOS GUS 'BAR DUS SU ^RDZOGS CHEN PA CHOS DBYINGS STOBS LDAN RDO RJE SBYAR BA'O,, ,,)",NA
"808","M0058084-008","W1NLM171-I1NLM171","Tibetan","N","NO TITLE [@038B *, ,BDE LDAN ZHING MGON SNANG BA MTHA' YAS DANG, ,DBYER MED SLOB DPON CHEN PO PADMA 'BYUNG, ,RGYAL BA ZHI KHRO 'KHOR DANG BCAS PA RNAMS, ,THUGS RJE BRTZE BAS BDAG LA DGONGS SU GSOL, ,]","CHOS DBYINGS STOBS LDAN RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","38B-39B","27.5x10.5","35.5x11","MS",NA,NA,NA,NA,"@039B (ZHES PA 'DI NI DAD LDAN SLOB BU YIN BZHIN DBANG RGYAL GYIS BSKUL NGOR ^RDZOGS CHEN PA CHOS DBYINGS STOBS LDAN RDO RJE SBYAR BA'O,, ,,)",NA
"809","M0058084-009","W1NLM171-I1NLM171","Tibetan","N","*, ,ZHABS BRTAN GSOL 'DEBS GA-YO MED RI BO BZHGUS SO, ,","CHOS KYI RGYAL MTSO,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1A","26x10.5","35.5x11","MS",NA,NA,NA,NA,"@001A *, ,(CES PA'NG BU SLOB RNAMS KYIS 'DOD CHOS LTAR, SDOM BRTZON CHOS KYI RGYA MTSOS GSOL 'DEBS SHING SUG BRI BA'I DGE BAS BSTAN 'DZIN RNAMS KYI ZHABS PAD BRTAN PA'I GYUR GYUR CIG, ,,)",NA
"810","M0058084-010","W1NLM171-I1NLM171","Tibetan","N","NO TITLE [@001A *, ,RGYAL KUN 'DUS ZHAL THUB DBANG PADMA 'BYUNG, ,BDAG CAG RNAMS KYI DON DU SPRUL PA'I SKU, ,MI YI LUS LA SANGS RGYAS RIN PO CHER, ,GSOL BA 'DEBS SO ZHABS PAD BRTAN BZHUGS GSOL, ,]","AA MO GHA SIDDHI,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1A","26x10.5","35.5x11","MS",NA,NA,NA,NA,"@001A *, ,(CES PA'NG DZO KI SHVA RI DHARMA SA KA RA GYI DON DU THA SHAL PA KARMA AA MO GHA SIDDHI BRI PA'O, ,DGE'O, ,)",NA
"811","M0058084-011","W1NLM171-I1NLM171","Tibetan","N","*, ,PHUR PA RGYUD LUGS LAS, BRGYUD PA'I GSOL 'DEBS BYIN RLABS SHING RTA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","29x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"812","M0058084-012","W1NLM171-I1NLM171","Tibetan","N","*, ,YO BYAD BYIN RLABS ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"813","M0058084-013","W1NLM171-I1NLM171","Tibetan","N","*, ,BSAM PA LHUN GRUB BZHUGS SO, ,","SLOB DPON PADMA 'BYUNG GNAS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1B-7B [*MISSING PAGE FROM 8A*]","29.5x9.5","35x11","MS",NA,NA,NA,NA,NA,NA
"814","M0058084-014","W1NLM171-I1NLM171","Tibetan","N","*, ,TZAKRA BCU GSUM MA'I BZLOG SGYUR BZHUGS SO, ,","SLOB DPON PADMA 'BYUNG GNAS,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1B","29.5x8.5","35.5x11","MS",NA,NA,NA,NA,"@001B (PADMA 'BYUNG GNAS KYI MDZAD PA RDZOGS SO, ,)",NA
"815","M0058084-015","W1NLM171-I1NLM171","Tibetan","N","*, ,SDE BRGYAD MCHOD PA NI,","CHOS DBYINGS STOBS LDAN RDO RJE,",NA,NA,NA,NA,NA,NA,NA,"N/A","MEDIUM","GOOD","V:N","1A-4B","30x8.5","35.5x11","MS",NA,NA,NA,NA,"@004B (ZHES PA 'DI NI SNGAGS 'CHANG TSE BRTAN RNAM RGYAL GYIS BSKUL NGOR, ,CHOS DBYINGS STOBS LDAN RDO RJES JOG RONG NAS BSGRIGS PA'O, ,BLA MA DAM PA LEGS TSOGS RGYA MTSOS BAR DU BSGRUBS SO,, ,,)",NA
"816","M0058084-016","W1NLM171-I1NLM171","Tibetan","N","*, ,GO RIM RGYAS PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1A","18.5x6.5","22x9","MS",NA,NA,NA,NA,NA,NA
"817","M0058084-017","W1NLM171-I1NLM171","Tibetan","N","*, ,BLA MA'I ZHABS BRTAN GSOL 'DEBS RIG 'DZIN CHE MCHOG MA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","MEDIUM","GOOD","V:N","1A-2A","27.5x8.5","35.5x11","MS",NA,NA,NA,NA,NA,NA
"818","M0058084-018","W1NLM171-I1NLM171","Tibetan","N","*, ,BCOM LDAN 'DAS DPAL CHEN RDO RJE GZHON PHUR BU RGYUD LUGS KYI BSNYEN PA'I LAS KYANG BKOL PA'I DUM BU ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1B-14B","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"819","M0058084-019","W1NLM171-I1NLM171","Tibetan","N","*, ,GLONG CHEN SNYING GI THIG LE LAS, GZA' RGOD SROG GI SPU GRI BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1B","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"820","M0058084-020","W1NLM171-I1NLM171","Tibetan","N","*, ,PHUR PA RGYUD LUGS LAS, SPROS MED RGYUN GYI RNAL 'BYOR BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-2B","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"821","M0058084-021","W1NLM171-I1NLM171","Tibetan","N","*, ,BSRUNG BZLOG GNYIS KYI RIM PA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","2B-4B","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"822","M0058084-022","W1NLM171-I1NLM171","Tibetan","N","*, ,PHUR BSRUNG GSOL MCHOD ZHES BYA BA BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-3A","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"823","M0058084-023","W1NLM171-I1NLM171","Tibetan","N","*, ,PHUR PA YANG GSANG GI TSOGS BSKONG BYA BA NI,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-1A","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"824","M0058084-024","W1NLM171-I1NLM171","Tibetan","N","*, ,PHUR BSRUNG DAM CAN RNAMS KYI BSKUL BZHUGS SO, ,",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-19A","29.5x8.5","35x11","MS",NA,NA,NA,NA,NA,NA
"825","M0058084-025","W1NLM171-I1NLM171","Tibetan","N","*, ,DPAL LDAN LHA MO'I SGO NAS GLO BUR LAS BCOL GYIS ZOR 'PHEN TSUL DGRA BGEGS PHYE MAR 'THAG PA'I 'KHOR LO ZHES BYA BA BZHUGS SO, ,","DKON MCHOG NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN,",NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1A-7B","29.5x8.5","35.5x11","MS",NA,NA,NA,NA,"@007B (CES DPAL LDAN LHA MO'I SGO NAS GLO BUR LAS BCOL GYI ZOR 'PHEN TSUL DGRA BGEGS PHYE MAR 'THAG PA'I 'KHOR LO ZHES BYA BA 'DI YANG ^BTZUN PA DKON MCHOG NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN GYIS BSGRIGS PA'O,, ,,)",NA
"826","M0058084-026","W1NLM171-I1NLM171","Tibetan","N","NO TITLE [@001B *, ,H'Um YE SHES SKU MCHOG RANG BZHIN DKYIL 'KHOR NI, ,ZLA RGYAS BZHIN DU SPROS PA MI MNGA' YANG, ,THUGS RJE NYI GSAL 'OD BZHIN SNYOMS MDZAD PA, ,'DIR GSHEGS BDAG LA DGONGS SHING BZHUGS SU GSOL, ,]",NA,NA,NA,NA,NA,NA,NA,NA,"N/A","GOOD","GOOD","V:N","1B-2B","30x8.5","35.5x11","MS",NA,NA,NA,NA,NA,NA
