"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"944","W1NLM943","I1NLM943","W1NLM943-I1NLM943","1",NA,"n/a","ལས་དང་པོ་པ་ལ་ཉེ་བར་མཁོ་བའི་བྱང་ཆུབ་ཏུ་བགྲོད་པའི་བདེ་ལམ།","las dang po pa nye bar mkho ba'i byang chub tu bgrod pa'i bde lam/","dkon mchog rgyal mtshan/","50 ff.","Block Print",NA,"47x6.5","54x9",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","W1NLM944","I1NLM944","W1NLM944-I1NLM944","1",NA,"n/a","ཆོས་མངོན་པ་མཛོད་ཀྱི་བསྡུས་དོན་ཆོས་མངོན་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས་སོགས།","chos mngon pa mdzod kyi bsdus don chos mngon rgya mtshor 'jug pa'i gru gzings sogs/",NA,"36 ff., 30 ff.","Block Print",NA,"55.5x7.5","62x10",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","W1NLM945","I1NLM945","W1NLM945-I1NLM945","1",NA,"n/a","བསྟན་འཛིན་གྱི་སྐྱེས་བུ་རྒྱ་བོད་དུ་འབྱོན་པའི་མིང་གི་གྲངས་སོགས།","bstan 'dzin gyi skyes bu rgya bod du 'byon pa'i ming gi grangs sogs/",NA,"22 ff., 2 ff., 9 ff., 4 ff., 3 ff., 3 ff., 8 ff., 1 ff., 1 ff., 1 ff., 2 ff.","dbu med manuscript",NA,"37.5x6","43x8.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","W1NLM946","I1NLM946","W1NLM946-I1NLM946","1",NA,"n/a","དུས་ཀྱི་འཁོར་ལོའི་ལམ་ལ་སློབ་ཚུལ་གྱི་སྨོན་ལམ་ཚིག་ལྷུག་བྱས་པ་སོགས།","dus kyi 'khor lo'i lam la slob tshul gyi smon lam tshig lhug byas pa sogs/","dkon mchog bstan pa'i sgron me/","4 ff., 22 ff., 4 ff., 3 ff., 3 ff., 5 ff., 27 ff.","Block Print",NA,"46x6.5","52x8.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","W1NLM947","I1NLM947","W1NLM947-I1NLM947","1",NA,"n/a","གྲུབ་པའི་མཐའི་རྣམ་པར་བཞག་པའི་ཐུབ་བསྟན་ལྷུན་པོའི་མཛེས་རྒྱན།","grub pa'i mtha'i rnam par bzhag pa'i thub bstan lhun po'i mdzes rgyan/",NA,"121 ff.","Block Print",NA,"47x6","51x10",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","W1NLM948","I1NLM948","W1NLM948-I1NLM948","1",NA,"n/a","བསམ་གཟུགས་ཀྱི་སྙོམས་འཇུག་རྣམས་ཀྱི་རྣམ་པར་བཞག་པའི་བསྟན་བཅོས་ཐུབ་བསྟན་མཛེས་རྒྱན་ལུང་དང་རིག་པའི་རྒྱ་མཚོ་སྐལ་བཟང་དགའ་འབྱེད།","bsam gzugs kyi snyoms 'jug rnams kyi rnam par bzhag pa'i bstan bcos thub bstan mdzes rgyan lung dang rig pa'i rgya mtsho skal bzang dga' 'byed/",NA,"237 ff.","Block Print",NA,"50x6.5","58x9.5",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","W1NLM949","I1NLM949","W1NLM949-I1NLM949","1",NA,"n/a","ཆོས་མངོན་པའི་མཛོད་ཀྱི་དགོངས་འགྲེལ་གྱི་བསྟན་བཅོས་ཐུབ་བསྟན་ནོར་བུའི་གཏེར་མཛོད་དུས་གསུམ་རྒྱལ་བའི་བཞེད་དོན་ཀུན་གསལ་ཞེས་བྱ་བ་ལས་གནས་པའི་དྲུག་པའི་མཐའ་དཔྱོད་སོགས།","chos mngon pa'i mdzod kyi dgongs 'grel gyi bstan bcos thub bstan nor bu'i gter mdzod dus gsum rgyal ba'i bzhed don kun gsal zhes bya ba las gnas pa'i drug pa'i mtha' dpyod sogs/",NA,"41 ff., 47 ff.","Block Print",NA,"53.5x7","58x10.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","W1NLM950","I1NLM950","W1NLM950-I1NLM950","1",NA,"n/a","དབུ་མའི་རྩ་བའི་འགྲེལ་པ་བུད་དྷ་པཱ་ལི་ཏ།","dbu ma'i rtsa ba'i 'grel pa bud dha pA li ta/","bud dha pA li ta/","113 ff.. 31 ff.","Block Print",NA,"55.5x7.5","60.5x10",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","W1NLM951","I1NLM951","W1NLM951-I1NLM951","1",NA,"n/a","ཡིད་དང་ཀུན་གཞིའི་དཀའ་གནས་རྣམ་པར་བཤད་པ་མཁས་པའི་འཇུག་ངོགས།","yid dang kun gzhi'i dka' gnas rnam par bshad pa mkhas pa'i 'jug ngogs/","dkon mchog bstan pa'i sgron me/","72  ff.","Block Print",NA,"46.5x6","52x8.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","W1NLM952","I1NLM952","W1NLM952-I1NLM952","1",NA,"n/a","གྲུབ་མཐའ་རྣམ་བཤད་བློ་གསལ་ཐར་ལམ་བགྲོད་པའི་གསེར་གྱི་ཐེམ་སྐས།","grub mtha' rnam bshad blo gsal thar lam bgrod pa'i gser gyi them skas/",NA,"74 ff.","Block Print",NA,"55x8","61x10",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","W1NLM953","I1NLM953","W1NLM953-I1NLM953","1",NA,"wooden cover","འདུལ་བ་རྒྱ་མཚོའི་དཀའ་གནད་མདོར་བསྡུས་ནོར་བུའི་འཕྲེང་མཛེས་ཀྱི་ཚིག་དོན་གསལ་བའི་སྒྲོན་མེ།","dul ba rgya mtsho'i dka' gnad mdor bsdus nor bu'i 'phreng mdzes kyi tshig don gsal ba'i sgron me/","bsam gtan rgya mtsho/","191 ff.","Block Print",NA,"47.5x7","52.5x9",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","W1NLM954","I1NLM954","W1NLM954-I1NLM954","1",NA,"n/a","ཆོས་མངོན་པའི་མཛོད་ཀྱི་དགོངས་དོན་གསལ་བར་བྱེད་པའི་ལེགས་བཤད་ཉིན་བྱེད་དབང་པོའི་སྣང་བ་ལས་ཕྲ་རྒྱས་བསྟན་པ་ཞེས་བྱ་བ་གནས་ལྔ་པའི་རྣམ་པར་བཤད་པ་སོགས།་༼ཅ༽","chos mngon pa'i mdzod kyi dgongs don gsal bar byed pa'i legs bshad nyin byed dbang po'i snang ba las phra rgyas bstan pa zhes bya ba gnas lnga pa'i rnam par bshad pa sogs/ (tsa)",NA,"40 ff., 51 ff.","dbu med manuscript",NA,"27.5x8.5","34x10",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","W1NLM955","I1NLM955","W1NLM955-I1NLM955","1",NA,"n/a","བླ་མ་མཆོད་པའི་ཁྲིད་ཡིག་ཡིད་ཆེས་བརྒྱུད་ལྡན་ཟབ་གསལ་སྙིང་པོ་རྗེན་པར་བྱུང་བ་སོགས།","bla ma mchod pa'i khrid yig yid ches brgyud ldan zab gsal snying po rjen par byung ba sogs/",NA,"30 ff., 8 ff., 4 ff., 6 ff., 9 ff., 7 ff.","dbu med manuscript",NA,"37.5x7","45.5x8.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","W1NLM956","I1NLM956","W1NLM956-I1NLM956","1",NA,"wooden cover","དབུ་མ་རྩ་བ་ཤེས་རབ་ཀྱི་དག་དོན་བཤད་པ་རིན་པོ་ཆེའི་ཕྲེང་བ་སོགས།","dbu ma rtsa ba shes rab kyi dag don bshad pa rin po che'i phreng ba sogs/",NA,"37 ff., 13 ff., 10 ff., 5 ff., 5 ff., 5 ff., 3 ff., 5 ff.","Block Print",NA,"55x7.5","61x10.5",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","W1NLM957","I1NLM957","W1NLM957-I1NLM957","1",NA,"n/a","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་དཔའ་བོ་གཅིག་པའི་བསྙེན་ཆེན་གྱི་སྔོན་འགྲོའི་ལག་ལེན་བླང་དོར་རང་གཟུགས་སྟོན་པའི་གསེར་སྦྱངས་ཨདརྵ་ཞེས་བྱ་བ་འདི་ནི་སྐུ་གསུམ་གཞལ་མེད་ཁང་དུ་བགྲོད་པའི་བཻཌཱུརྱ་ཞུན་མའི་ཐེམ་སྐས་ལས་དང་པོ་སོགས།","dpal rdo rje 'jigs byed dpa' bo gcig pa'i bsnyen chen gyi sngon 'gro'i lag len blang dor rang gzugs ston pa'i gser sbyangs adar+Sha zhes bya ba 'di ni sku gsum gzhal med khang du bgrod pa'i baiDUr+ya zhun ma'i them skas las dang po sogs/","blo bzang lung rtogs bstan 'dzin 'phrin las/","11 ff., 29., 21 ff., 6 ff., 6 ff., 5 ff., 6 ff., 5 ff., 3-22 ff., 5 ff.","dbu med manuscript",NA,"37x6","44.5x9",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","W1NLM958","I1NLM958","W1NLM958-I1NLM958","1",NA,"n/a","དཔལ་བཟང་པོའི་ཞལ་སྔ་ནས་ཀྱི་རྣམ་པར་ཐར་པ་མདོ་ཙམ་བརྗོད་པ་སྐལ་བཟང་རེ་སྐོང་དཔག་བསམ་ལྗོན་བཟང་།","dpal bzang po'i zhal snga nas kyi rnam par thar pa mdo tsam brjod pa skal bzang re skong dpag bsam ljon bzang /","rje blo bzang grags pa/","259 ff.","Block Print",NA,"40.5x6","50x9",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","W1NLM959","I1NLM959","W1NLM959-I1NLM959","1",NA,"n/a","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་དཔའ་བོ་གཅིག་པའི་བསྙེན་ཡིག་མདོར་བསྡུས་སོགས།","dpal rdo rje 'jigs byed dpa' bo gcig pa'i bsnyen yig mdor bsdus sogs/",NA,"24 ff., 32 ff., 16 ff.","Block Print",NA,"48.5x6.5","49.5x7.5",NA,NA,"Zulaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","W1NLM960","I1NLM960","W1NLM960-I1NLM960","1",NA,"n/a","ཀུན་མཁྱེན་ཆོས་འབྱུང་གནས་ཀྱི་གསུང་རྒྱུན་དྲི་མ་མེད་པ་བློ་གསལ་བུང་བའི་དགའ་སྟོན་དགེ་འདུན་ཉི་ཤུའི་རྣམ་གཞག","kun mkhyen chos 'byung gnas kyi gsung rgyun dri ma med pa blo gsal bung ba'i dga' ston dge 'dun nyi shu'i rnam gzhag",NA,"73 ff.","Block Print",NA,"47x6","52x8.5",NA,NA,"tsagaanaa","17/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","W1NLM961","I1NLM961","W1NLM961-I1NLM961","1",NA,"n/a","རྗེ་བཙུན་དམ་པ་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོས་མཛད་པའི་འབྲས་རྟོག་གཉིས་པ་དང་གསུམ་པའི་མཐའ་དཔྱོད།","rje btsun dam pa chos kyi rgyal mtshan dpal bzang pos mdzad pa'i 'bras rtog gnyis pa dang gsum pa'i mtha' dpyod/","rje btsun dam pa chos kyi rgyal mtshan/","53 ff.","Block Print",NA,"48x6.5","52x8.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","W1NLM962","I1NLM962","W1NLM962-I1NLM962","1",NA,"n/a","ཡི་དམ་རྡོ་རྗེ་འཇིགས་བྱེད་དཔའ་བོ་གཅིག་པའི་རིམ་པ་དང་པོའི་ལེགས་བཤད་གསང་ཆེན་ཟབ་ལམ།","yi dam rdo rje 'jigs byed dpa' bo gcig pa'i rim pa dang po'i legs bshad gsang chen zab lam/","bzhad pa'i rdo rje/","69 ff.","Block Print",NA,"45x6","54x9.5",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","W1NLM963","I1NLM963","W1NLM963-I1NLM963","1",NA,"paper cover","སྒྲ་བསྒྱུར་མར་པ་ལོཙྪའི་རྣམ་ཐར་མཐོང་བ་དོན་ལྡན།","sgra bsgyur mar pa lots+tsha'i rnam thar mthong ba don ldan/","ngag dbang dge 'dun zla ba grags pa/","106 ff.","dbu med manuscript",NA,"37x7","43x8.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","W1NLM964","I1NLM964","W1NLM964-I1NLM964","1",NA,"wooden cover","འཕགས་པ་གསེར་འོད་དམ་པ་མདོ་སྡེའི་དབང་པོ་རྒྱལ་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།","phags pa gser 'od dam pa mdo sde'i dbang po rgyal po zhes bya ba theg pa chen po'i mdo/",NA,"203 ff.","Block Print",NA,"37x7.5","40x10.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","W1NLM965","I1NLM965","W1NLM965-I1NLM965","1",NA,"n/a","ཟབ་མོ་སྟོང་པ་ཉིད་ཀྱི་དེ་ཁོ་ན་ཉིད་རབ་ཏུ་གསལ་བར་བྱེད་པའི་བསྟན་བཅོས་སྐལ་བཟང་མིག་འབྱེད།","zab mo stong pa nyid kyi de kho na nyid rab tu gsal bar byed pa'i bstan bcos skal bzang mig 'byed/","dge legs dpal bzang/","163 ff.","Block Print",NA,"57x7","62.5x11",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","W1NLM966","I1NLM966","W1NLM966-I1NLM966","1",NA,"wooden cover","སྐབས་དང་པོའི་མཐའ་དཔྱོད་ལེགས་བཤད་གསེར་ཀྱི་ཕྲེང་བ་མཁས་པའི་མགུལ་རྒྱན་ཞེས་བྱ་བ་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོའི་གསུང་ཟིན་བྲིས་སུ་བཀོད་པ།","skabs dang po'i mtha' dpyod legs bshad gser kyi phreng ba mkhas pa'i mgul rgyan zhes bya ba rje btsun chos kyi rgyal mtshan dpal bzang po'i gsung zin bris su bkod pa/","chos kyi rgyal mtshan/","240 ff.","Block Print",NA,"48x7","54.5x9.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","W1NLM967","I1NLM967","W1NLM967-I1NLM967","1",NA,"n/a","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་བཤད་ཐར་ལམ་ཕྱིན་ཅི་མ་ལོག་པར་གསལ་བར་བྱེད་པ།","tshad ma rnam 'grel gyi tshig le'ur byas pa'i rnam bshad thar lam phyin ci ma log par gsal bar byed pa/","dharma rin chen/","418 ff.","Block Print",NA,"48x6.5","54x9",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","W1NLM968","I1NLM968","W1NLM968-I1NLM968","1",NA,"n/a","ཐུགས་རྗེ་ཆེན་པོ་ཕྱི་སྒྲུབ་ཡིད་བཞིན་ནོར་བུ་འམ་ངན་སོང་ཀུན་སྒྲོལ་གྱི་བྱིན་རླབས་བྱ་ཚུལ་སོགས།","thugs rje chen po phyi sgrub yid bzhin nor bu 'am ngan song kun sgrol gyi byin rlabs bya tshul sogs/",NA,"11 ff., 2 ff., 6 ff., 28 ff., 18 ff., 12 ff. end folio missing","dbu med manuscript",NA,"27.5x8.5","34.5x10",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","W1NLM969","I1NLM969","W1NLM969-I1NLM969","1",NA,"n/a","སྐབས་དང་པོ་མཐའ་དཔྱོད་ལེགས་བཤད་གསེར་གྱི་ཕྲེང་བ་མཁས་པའི་མགུལ་རྒྱན་ཅེས་བྱ་བ་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་དཔལ་བཟང་པོའི་གསུང་ཟིན་བྲིས་སུ་བཀོད་པ།","skabs dang po mtha' dpyod legs bshad gser gyi phreng ba mkhas pa'i mgul rgyan ces bya ba rje btsun chos kyi rgyal mtshan dpal bzang po'i gsung zin bris su bkod pa/",NA,"217 ff.","Block Print",NA,"48.5x6.5","50.5x8",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","W1NLM970","I1NLM970","W1NLM970-I1NLM970","1",NA,"n/a","རྒྱལ་བ་བྱམས་པའི་སྒྲུབ་ཐབས་དང་འབྲེལ་བའི་མཆོད་ཆོ་ག་དགའ་ལྡན་པད་མཚོར་འཇུག་པའི་གྲུ་གཟིགས་སོགས།","rgyal ba byams pa'i sgrub thabs dang 'brel ba'i mchod cho ga dga' ldan pad mtshor 'jug pa'i gru gzigs sogs/",NA,"22 ff., 18 ff., 13 ff., 4 ff., 7 ff., 6 ff., 2 ff., 5 ff.","dbu med manuscript",NA,"36x8.5","43x11",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","W1NLM971","I1NLM971","W1NLM971-I1NLM971","1",NA,"n/a","སྐབས་གཉིས་པའི་མཐའ་དཔྱོད་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་གྱི་གསུང་དྲི་མ་མེད་པ་སོགས།","skabs gnyis pa'i mtha' dpyod rje btsun chos kyi rgyal mtshan gyi gsung dri ma med pa sogs/","chos kyi rgyal mtshan/","104 ff.","Block Print",NA,"47.5x7","54.5x9.5",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","W1NLM972","I1NLM972","W1NLM972-I1NLM972","1",NA,"n/a","རྣམ་སྣང་མངོན་བྱང་གི་བརྒྱུད་འདེབས་སོགས།","rnam snang mngon byang gi brgyud 'debs sogs/","ye shes rgyal mtshan/","2 ff., 2 ff., 6 ff., 7., 16 ff., 15 ff., 6 ff., 8 ff., 9 ff., 5 ff., 5 ff., 2 ff., 8 ff.","dbu med manuscript",NA,"49.5x6.5","58.5x6.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","W1NLM973","I1NLM973","W1NLM973-I1NLM973","1",NA,"n/a","གནམ་ས་སྣང་བརྒྱད་སོགས།","gnam sa snang brgyad sogs/",NA,"16 ff., 13 ff., 13 ff., 17 ff., 6 ff., 3 ff., 8 ff., 4 ff., 5 ff., 11 ff.","dbu med manuscript",NA,"24x7.5","30x9",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","W1NLM974","I1NLM974","W1NLM974-I1NLM974","1",NA,"n/a","འགྲེལ་པ་དོན་གསལ་གྱི་སྟེང་ནས་རྒྱས་འབྲིང་བསྡུས་གསུམ་མངོན་རྟོགས་རྒྱན་རྩ་འགྲེལ་སོགས་མདོ་རྒྱན་སྦྱར་བའི་ཟབ་བཤད་ཀྱི་ཟིན་བྲིས་སྦས་དོན་གསལ་བའི་སྒྲོན་མེ།","grel pa don gsal gyi steng nas rgyas 'bring bsdus gsum mngon rtogs rgyan rtsa 'grel sogs mdo rgyan sbyar ba'i zab bshad kyi zin bris sbas don gsal ba'i sgron me/","bsod nams tshul khrims/","138 ff.","Block Print",NA,"53.5x7.5","61x10",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","W1NLM975","I1NLM975","W1NLM975-I1NLM975","1",NA,"n/a","རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན་གྱིས་མཛད་པའི་དྲང་ངེས་རྣམ་འབྱེད་ཀྱི་སྤྱི་དོན་རྒོལ་ངན་ཚར་གཅོད་རིན་པོ་ཆེའི་ཕྲེང་བ།","rje btsun chos kyi rgyal mtshan gyis mdzad pa'i drang nges rnam 'byed kyi spyi don rgol ngan tshar gcod rin po che'i phreng ba/","chos kyi rgyal mtshan/","70 ff.","Block Print",NA,"47x6.5","53.5x9",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","W1NLM976","I1NLM976","W1NLM976-I1NLM976","1",NA,"n/a","དབུ་མའི་སྤྱི་དོན་རྣམ་བཤད་དགོངས་པ་རབ་གསལ་གྱི་དགོངས་དོན་གསལ་བའི་སྒྲོན་མེ་ཞེས་བྱ་བ་མཁས་པའི་དབང་པོ་ཆོས་ཀྱི་འབྱུང་གནས་ཀྱི་དགོངས་པ་ཇི་ལྟ་བ་བཞིན་འཇམ་དབྱངས་བློ་གྲོས་རྒྱ་མཚོས་ཟིན་བྲིས་སུ་མཛད་པ།","dbu ma'i spyi don rnam bshad dgongs pa rab gsal gyi dgongs don gsal ba'i sgron me zhes bya ba mkhas pa'i dbang po chos kyi 'byung gnas kyi dgongs pa ji lta ba bzhin 'jam dbyangs blo gros rgya mthos zin bris su mdzad pa/",NA,"192 ff.","Block Print",NA,"48x6","53x9.5",NA,NA,"tsagaanaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","W1NLM977","I1NLM977","W1NLM977-I1NLM977","1",NA,"n/a","དྲང་ངེས་རྣམ་འབྱེད་ཀྱི་དཀའ་བའི་གནས་གསལ་བར་བྱེད་པ་སྐལ་བཟང་མགུལ་རྒྱན།","drang nges rnam 'byed kyi dka' ba'i gnas gsal bar byed pa skal bzang mgul rgyan/",NA,"80 ff.","Block Print",NA,"46.5x7","54x9.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","W1NLM978","I1NLM978","W1NLM978-I1NLM978","1",NA,"n/a","ལེགས་བཤད་སྙིང་པོའི་ཚིགས་དོན་གསལ་བའི་སྒྲོན་མེ་ཚུལ་ཁང་དཀའ་འགྲེལ།","legs bshad snying po'i tshig don gsal ba'i sgron me tshul khang dka' 'grel/","khri zur byang chub chos 'phel/","139 ff.","Block Print",NA,"47.5x6.5","53x9.5",NA,NA,"Zulaa","18/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
